hour,price_mean,distance_mean,surge_mean,api_calls,temp,rain,humidity,clouds,wind
02-01-2023 22:00,16.32142857,1.909285714,1.017857143,14,40.64,0,0.71,0.405,9.16
02-01-2023 23:00,16.26315789,1.676842105,1.105263158,19,39.52,0,0.725,0.21,9.465
03-01-2023 00:00,17.47368421,2.042105263,1.039473684,19,39.065,0,0.72,0.09,8.12
03-01-2023 01:00,19.25,1.84,1.1875,4,0,0,0,0,0
03-01-2023 02:00,16.5,2.26,1,1,34.96692308,0,0.794615385,0.248461538,6.301538462
03-01-2023 03:00,15,1.85,1,2,34.59166667,0,0.8,0.513333333,5.578333333
03-01-2023 04:00,14.88461538,1.652307692,1.019230769,13,33.54125,0,0.83125,0.33875,6.11125
03-01-2023 05:00,16.15625,1.7175,1.0234375,32,33.36833333,0,0.833333333,0.138333333,5.7
03-01-2023 06:00,17.44871795,2.005128205,1.032051282,39,33.00666667,0,0.83,0.396666667,6.703333333
03-01-2023 07:00,17.92307692,1.763461538,1.125,26,35.09333333,0,0.746666667,0.776666667,6.876666667
03-01-2023 08:00,16.11627907,1.625813953,1.069767442,43,37.14,0,0.7,0.6,6.656666667
03-01-2023 09:00,16.44230769,1.885769231,1.028846154,26,38.58333333,0,0.67,0.47,11.33
03-01-2023 10:00,17.47368421,1.8,1.118421053,38,39.61333333,0,0.653333333,0.293333333,9.053333333
03-01-2023 11:00,17.39655172,1.932413793,1.103448276,29,41.15333333,0,0.623333333,0.633333333,10.11333333
03-01-2023 12:00,18.37142857,1.894,1.157142857,35,41.37333333,0.000666667,0.63,0.893333333,9.48
03-01-2023 13:00,15.58108108,1.631621622,1.047297297,37,41.29333333,0.001,0.633333333,0.956666667,9.823333333
03-01-2023 14:00,17.02173913,1.878695652,1.043478261,23,40.88333333,0,0.646666667,1,9.61
03-01-2023 15:00,14.22727273,1.446818182,1.045454545,22,41.05333333,0,0.646666667,0.986666667,9.636666667
03-01-2023 16:00,15.61538462,1.535769231,1.105769231,26,40.785,0,0.64,0.8775,9.2375
03-01-2023 17:00,17.375,2.020555556,1.055555556,36,40.27,0,0.64,0.873333333,9.69
03-01-2023 18:00,16.3974359,1.732820513,1.064102564,39,39.53166667,0,0.655,0.871666667,10.47166667
03-01-2023 19:00,17.875,1.929166667,1.097222222,36,38.8,0,0.69,0.755714286,10.41
03-01-2023 20:00,15.53448276,1.59137931,1.051724138,29,38.515,0.0002,0.709,0.619,10.165
03-01-2023 21:00,16.671875,1.8,1.078125,32,38.28714286,0.000285714,0.705714286,0.445714286,10.35857143
03-01-2023 22:00,16.83333333,1.674666667,1.15,30,37.74666667,0,0.706666667,0.426666667,11.04666667
03-01-2023 23:00,17.39285714,1.848928571,1.080357143,28,37.7,0,0.706666667,0.5,9.678888889
04-01-2023 00:00,13.5,1.31,1.125,2,38,0,0.7,0.45,10.06
04-01-2023 01:00,15.375,1.61375,1.0625,8,37.81857143,0,0.7,0.775714286,10.20142857
04-01-2023 02:00,15.57692308,1.776923077,1.019230769,13,38.07,0,0.69,0.8,9.86
04-01-2023 03:00,19.125,2.06375,1.09375,8,37.73,0,0.69,0.63,10.03
04-01-2023 04:00,14.36363636,1.561818182,1,11,36.91,0,0.7,0.53,9.46
04-01-2023 05:00,15,1.2875,1.0625,4,36.6,0,0.7,0.06,8.81
04-01-2023 06:00,18.31818182,1.832727273,1.181818182,11,37.29,0,0.68,0.23,8.65
04-01-2023 07:00,18.16666667,1.972222222,1.027777778,9,38.99,0,0.63,0.29,10.35
04-01-2023 08:00,17.85,1.828,1.175,10,40.99,0.003,0.59,0.1,10.45
04-01-2023 09:00,21.14285714,2.13,1.25,7,41.92,0,0.57,0.18,10.34
04-01-2023 10:00,14.65384615,1.550769231,1,13,43.59,0,0.54,0.58,11.22
04-01-2023 11:00,17.59090909,1.8,1.113636364,11,44.09,0,0.53,0.58,11.51
04-01-2023 12:00,18.13636364,1.877272727,1.090909091,11,44.16,0,0.52,0.73,11.12
04-01-2023 13:00,19.57142857,2.188571429,1.071428571,7,43.19,0,0.53,0.39,11.2
04-01-2023 14:00,15.6,1.928,1,10,42.47,0,0.54,0.58,10.66
04-01-2023 15:00,16.1875,1.79875,1,8,41.98,0,0.55,0.47,10.16
04-01-2023 16:00,17.58333333,1.817222222,1.097222222,18,40.93,0,0.59,0.3375,9.7375
04-01-2023 17:00,17.8,1.776,1.15,10,39.66,0,0.61,0.23,8.73
04-01-2023 18:00,18.5,1.94,1.055555556,9,38.95,0,0.62,0.2,8.15
04-01-2023 19:00,16.83333333,1.615833333,1.083333333,12,38.34,0,0.64,0.09,8.23
04-01-2023 20:00,18.2,2.021333333,1.066666667,15,37.48,0,0.66,0.04,7.91
04-01-2023 21:00,18.375,2.0075,1.125,8,36.36,0,0.68,0,6.79
04-01-2023 22:00,15.71428571,1.814285714,1,7,35.87,0,0.69,0.06,5.57
04-01-2023 23:00,17.19230769,2.080769231,1.019230769,13,35.09,0,0.7,0,5.18
05-01-2023 00:00,16.3125,1.798125,1.0625,16,34.3,0,0.73,0,4.84
05-01-2023 01:00,15.72727273,1.58,1.090909091,11,32.55,0,0.77,0,4
05-01-2023 02:00,17.94444444,1.647777778,1.166666667,9,30.53,0,0.83,0,2.41
05-01-2023 03:00,16.47368421,1.711052632,1.092105263,19,30.27,0,0.84,0,2.505
05-01-2023 04:00,16.11538462,1.694615385,1.076923077,13,29.95,0,0.84,0.02,3.24
05-01-2023 05:00,17.77272727,1.732727273,1.068181818,11,29.43,0,0.86,0.04,3.29
05-01-2023 06:00,16.58333333,1.859166667,1.0625,12,29.91,0,0.84,0.04,3.17
05-01-2023 07:00,17.5,1.838461538,1.115384615,13,30.73,0,0.81,0.03,3
05-01-2023 08:00,16.53846154,1.708461538,1.134615385,13,33.12,0,0.79,0.05,1.91
05-01-2023 09:00,16.54166667,1.910833333,1.0625,12,37.86,0,0.68,0.11,2.71
05-01-2023 10:00,20,2.012857143,1.160714286,14,38.44,0,0.67,0.18,2.96
05-01-2023 11:00,17.79166667,1.909166667,1.083333333,12,41.78,0,0.57,0.15,2.51
05-01-2023 12:00,16.7,1.686666667,1.083333333,15,42.2,0,0.57,0.74,2.87
05-01-2023 13:00,16.375,1.54625,1.125,8,41.11,0,0.59,0.88,1.41
05-01-2023 14:00,18.22727273,2.026363636,1.090909091,11,40.26,0,0.61,1,4.1
05-01-2023 15:00,18.33333333,1.956666667,1.145833333,12,39.61,0,0.63,1,3.71
05-01-2023 16:00,17.54166667,1.926666667,1.083333333,12,39.22,0,0.64,0.93,2.62
05-01-2023 17:00,17.9,1.923,1.075,10,38.61,0,0.65,0.96,3.26
05-01-2023 18:00,14.7,1.618,1,5,37.88,0,0.66,0.95,3.82
05-01-2023 19:00,15.40909091,1.56,1,11,37.42,0.002,0.67,0.93,3.03
05-01-2023 20:00,18.8125,1.5925,1.25,8,36.57,0,0.68,0.91,4.11
05-01-2023 21:00,18.1875,1.7275,1.0625,8,36.285,0,0.7,0.875,4.1225
05-01-2023 22:00,15.16666667,1.661111111,1.027777778,9,35.41,0,0.74,0.8,3.47
05-01-2023 23:00,19.625,2.0275,1.15625,16,34.3,0,0.76,0.82,3.77
06-01-2023 00:00,14.5,1.526666667,1,6,33.53,0,0.79,0.73,3.2
06-01-2023 01:00,14.57142857,1.487857143,1.071428571,14,33.52,0,0.78,0.68,3.89
06-01-2023 02:00,18.45454545,1.987272727,1.090909091,11,33.58,0,0.79,0.79,3.47
06-01-2023 03:00,15.57692308,1.613076923,1.076923077,13,33.3,0,0.79,0.84,4.36
06-01-2023 04:00,16.16666667,1.638888889,1.083333333,9,32.81,0,0.79,0.88,4.19
06-01-2023 05:00,15.16666667,1.671111111,1,9,32.06,0,0.8,0.49,4.63
06-01-2023 06:00,18.58333333,1.89,1.166666667,6,32.5,0,0.79,0.39,4.31
06-01-2023 07:00,17.36363636,1.698181818,1.113636364,11,33.68,0,0.78,0.35,5.1
06-01-2023 08:00,16.96428571,1.832857143,1.071428571,14,35.56,0,0.73,0.42,5.61
06-01-2023 09:00,16.2,1.615,1.05,10,37.64,0,0.67,0.53,4.82
06-01-2023 10:00,16.73076923,1.987692308,1,13,39.95,0,0.61,0.12,3.32
06-01-2023 11:00,16.5,1.905454545,1.022727273,11,41.4,0,0.58,0.47,2.26
06-01-2023 12:00,15.42857143,1.716428571,1.035714286,14,42.43,0,0.57,0.49,1.04
06-01-2023 13:00,17.05263158,1.761578947,1.065789474,19,42.36,0,0.57,0.44,0.92
06-01-2023 14:00,16.53571429,1.809285714,1.053571429,14,42.79,0,0.57,0.75,1.72
06-01-2023 15:00,16.5,1.851,1.075,10,41.01,0,0.63,0.65,1.79
06-01-2023 16:00,15.55555556,1.758888889,1,9,39.89,0,0.65,0.57,2.66
06-01-2023 17:00,17.05555556,1.753333333,1.055555556,9,37.99,0,0.71,0.54,2.37
06-01-2023 18:00,15.16666667,1.662222222,1,9,36.78,0,0.76,0.42,2.47
06-01-2023 19:00,16.77272727,1.678181818,1.113636364,11,35.67,0,0.78,0.2,1.85
06-01-2023 20:00,15.75,1.5625,1.125,8,35.79,0,0.81,0.19,1.36
06-01-2023 21:00,17.04166667,1.7625,1.083333333,12,35.99,0,0.81,0.54,1.48
06-01-2023 22:00,13.16666667,1.446666667,1,6,36.75,0,0.81,0.36,0.3
06-01-2023 23:00,16.76666667,1.704666667,1.116666667,15,36.65,0,0.84,0.91,1.07
07-01-2023 00:00,17.25,1.808333333,1.104166667,12,37.03,0,0.84,0.83,1.56
07-01-2023 01:00,15.11538462,1.639230769,1.038461538,13,38.4,0,0.83,1,2.74
07-01-2023 02:00,13.92857143,1.491428571,1,7,38.02,0.0182,0.86,1,1.87
07-01-2023 03:00,16.8,1.835,1.125,10,39.26,0.0293,0.86,1,3.99
07-01-2023 04:00,18,1.85625,1.1875,8,38.57,0.0041,0.91,1,2.96
07-01-2023 05:00,17.13636364,1.764545455,1.113636364,11,39.01,0.033,0.92,0.99,5.22
07-01-2023 06:00,16.17857143,1.695714286,1.071428571,14,39.5,0.0301,0.92,1,5.38
07-01-2023 07:00,16.16666667,1.556666667,1.083333333,9,41.36,0.0278,0.92,1,8.44
07-01-2023 08:00,20.16666667,1.933333333,1.166666667,12,42.68,0.024,0.93,1,7.68
07-01-2023 09:00,15.75,1.7775,1.046875,16,43.53,0.0071,0.95,1,6.59
07-01-2023 10:00,15.83333333,1.778888889,1.055555556,9,45,0.003,0.94,1,6.13
07-01-2023 11:00,15.23333333,1.503333333,1.1,15,46.38,0,0.94,1,6.96
07-01-2023 12:00,18.1,1.658,1.175,10,47.33,0.007,0.96,1,4.96
07-01-2023 13:00,16.16666667,1.696,1.066666667,15,48.26,0.004,0.94,0.99,4.04
07-01-2023 14:00,15.75,1.63375,1.03125,8,50.49,0,0.92,1,2.46
07-01-2023 15:00,15,1.62,1,6,51.33,0,0.92,1,3.63
07-01-2023 16:00,14.25,1.45,1,4,50.86,0,0.93,1,3.87
07-01-2023 17:00,16.96428571,1.854285714,1.071428571,14,50.6,0,0.92,1,3.99
07-01-2023 18:00,14.45,1.306,1.075,10,48.26,0,0.94,1,3.92
07-01-2023 19:00,15.22222222,1.638888889,1.027777778,9,48.88,0,0.93,1,2.58
07-01-2023 20:00,17.78571429,2.107142857,1,7,47.9,0,0.93,0.99,1.87
07-01-2023 21:00,16.8,1.656,1.083333333,15,47.34,0,0.94,0.98,3.56
07-01-2023 22:00,15,1.5,1,10,46.77,0,0.93,0.94,2.94
07-01-2023 23:00,15.35,1.707,1.025,10,46.88,0,0.94,0.86,2.56
08-01-2023 00:00,16.53125,1.669375,1.078125,16,44.89,0,0.95,0.92,2.25
08-01-2023 01:00,16.91666667,1.9725,1.020833333,12,44.85,0,0.95,0.89,1.53
08-01-2023 02:00,16.3,1.852,1,15,44.54,0,0.96,0.77,3.49
08-01-2023 03:00,15.57692308,1.734615385,1.019230769,13,45.51,0,0.94,0.92,2.7
08-01-2023 04:00,15.33333333,1.6025,1.020833333,12,45.58,0,0.94,0.89,1.37
08-01-2023 05:00,17.92857143,2.018571429,1.071428571,14,46.44,0,0.93,0.92,2.45
08-01-2023 06:00,17.65384615,1.883076923,1.057692308,13,47.69,0,0.92,0.99,3.48
08-01-2023 07:00,16.26923077,1.873076923,1.019230769,13,49.48,0.0044,0.92,0.88,4.49
08-01-2023 08:00,17.68181818,1.761818182,1.136363636,11,50.96,0,0.89,0.76,6.18
08-01-2023 09:00,17.55555556,1.763333333,1.111111111,9,52.79,0,0.86,0.73,6.6
08-01-2023 10:00,22,2.039090909,1.227272727,11,54.76,0,0.79,0.65,7.44
08-01-2023 11:00,18.5625,1.99625,1.125,8,55.28,0,0.68,0.47,16.26
08-01-2023 12:00,16.18181818,1.554545455,1.090909091,11,54.3,0,0.63,0.64,13.36
08-01-2023 13:00,20.6,2.032,1.175,10,53.17,0,0.54,0.85,9.83
08-01-2023 14:00,15.7,1.646,1.05,15,51.97,0,0.52,0.67,8.02
08-01-2023 15:00,15.39285714,1.840714286,1,14,50.76,0,0.56,0.7,6.74
08-01-2023 16:00,17.5,1.754444444,1.138888889,9,49.95,0.004,0.52,0.42,7.55
08-01-2023 17:00,14.04545455,1.455454545,1,11,48.08,0,0.54,0.18,10.64
08-01-2023 18:00,17.04545455,1.615454545,1.113636364,11,46.89,0,0.56,0.06,8.59
08-01-2023 19:00,15.88888889,1.647222222,1.027777778,18,46.05,0,0.58,0.07,6.6
08-01-2023 20:00,18.61111111,1.692222222,1.166666667,9,45.77,0,0.6,0.04,7.95
08-01-2023 21:00,16.8,1.786,1.025,10,45.05,0,0.62,0.25,8.79
08-01-2023 22:00,17.5,1.916363636,1.022727273,11,43.96,0,0.62,0.53,7.33
08-01-2023 23:00,15.91666667,1.5025,1.104166667,12,41.63,0,0.63,0.52,7.97
09-01-2023 00:00,18.5,1.974166667,1.104166667,12,39.71,0,0.64,0.55,8.08
09-01-2023 01:00,18.375,1.9425,1.125,8,0,0,0,0,0
09-01-2023 02:00,16.42307692,1.793076923,1.038461538,13,30.865,0,0.565,0.205,5.495
09-01-2023 03:00,16,1.42,1.166666667,6,30.19,0,0.58,0.11,5.09
09-01-2023 04:00,18.09090909,1.750909091,1.113636364,11,28.8575,0,0.5975,0.265,5.085
09-01-2023 05:00,15.75,1.6425,1,8,24.335,0,0.46,0.08,5.37
09-01-2023 06:00,15.29166667,1.750833333,1.041666667,12,23.04,0,0.48,0.055,4.44
09-01-2023 07:00,15.65,1.652,1.025,10,22.16,0,0.51,0.08,5.06
09-01-2023 08:00,19,1.632,1.25,5,21.25,0,0.55,0.3,4.88
09-01-2023 09:00,19,2.151176471,1.058823529,17,20.49,0,0.59,0.51,3.54
09-01-2023 10:00,17.42857143,1.744285714,1.142857143,7,20.05,0,0.61,0.62,3.65
09-01-2023 11:00,17.375,1.5975,1.1875,12,19.92,0,0.64,0.39,3.81
09-01-2023 12:00,19.2,2.416,1,10,19.97,0,0.63,0.43,3.74
09-01-2023 13:00,17.20833333,1.795833333,1.083333333,12,20.26,0,0.63,0.45,2.79
09-01-2023 14:00,18.03333333,2.046,1.133333333,15,20.51,0,0.62,0.28,3.04
09-01-2023 15:00,18.0625,1.9575,1.0625,8,21.41,0,0.6,0.2,2.88
09-01-2023 16:00,15,1.565,1,8,23.83,0,0.61,0.33,3
09-01-2023 17:00,17.4,1.818666667,1.066666667,15,26.16,0,0.58,0.53,2.78
09-01-2023 18:00,18,1.73,1.1875,12,28.62,0,0.56,0.25,2.07
09-01-2023 19:00,14.31818182,1.454545455,1,11,31.83,0,0.55,0.54,2.04
09-01-2023 20:00,19.875,2.2325,1.125,8,32.33,0,0.56,0.7,2.34
09-01-2023 21:00,15.55555556,1.698888889,1.027777778,9,32.74,0,0.57,0.52,1.8
09-01-2023 22:00,17.59375,1.823125,1.109375,16,32.17,0,0.61,0.6,1.34
09-01-2023 23:00,14.90909091,1.660909091,1,11,31.62,0,0.63,0.77,2.04
10-01-2023 00:00,16.61111111,1.502222222,1.166666667,9,31.38,0,0.64,0.84,2.33
10-01-2023 01:00,17.5,1.785,1.125,12,30.82,0,0.65,0.54,2.07
10-01-2023 02:00,17.76923077,1.98,1.115384615,13,29.93,0,0.68,0.69,1.99
10-01-2023 03:00,14.57142857,1.541428571,1,14,30.19,0,0.68,0.77,2.35
10-01-2023 04:00,18.34615385,2.010769231,1.096153846,13,30.02,0,0.69,0.59,1.98
10-01-2023 05:00,16.75,1.860833333,1.020833333,12,29.89,0,0.7,0.68,1.92
10-01-2023 06:00,14.78571429,1.634285714,1.035714286,7,29.92,0,0.71,0.72,1.58
10-01-2023 07:00,15.16666667,1.623333333,1.027777778,9,29.28,0,0.73,0.6,1.35
10-01-2023 08:00,14.55882353,1.518823529,1,17,29.23,0,0.73,0.6,0.83
10-01-2023 09:00,15.5,1.746666667,1,9,28.01,0,0.77,0.34,2.48
10-01-2023 10:00,18.13636364,2.050909091,1.090909091,11,28.45,0,0.77,0.53,3.12
10-01-2023 11:00,16.4,1.654,1.1,15,26.63,0,0.81,0.44,2.39
10-01-2023 12:00,17.9,1.869,1.175,10,27.08,0,0.8,0.22,3.03
10-01-2023 13:00,14.15,1.47,1.05,10,27.27,0,0.8,0.15,2.96
10-01-2023 14:00,17.63636364,1.786363636,1.090909091,11,28.47,0,0.8,0.14,2.29
10-01-2023 15:00,14.09090909,1.622727273,1,11,30.49,0,0.79,0.28,3.33
10-01-2023 16:00,14.5,1.36,1,6,32.99,0,0.78,0.18,3.25
10-01-2023 17:00,15.67857143,1.675,1.035714286,14,39.39,0,0.66,0.21,3.14
10-01-2023 18:00,14.36363636,1.56,1,11,41.27,0,0.66,0.27,4.26
10-01-2023 19:00,16.5,1.794,1.05,15,43.97,0,0.61,0.51,3.74
10-01-2023 20:00,19.82142857,2.039285714,1.125,14,44.34,0,0.61,0.19,3.39
10-01-2023 21:00,15.375,1.53375,1.125,8,42.83,0,0.65,0.35,4.17
10-01-2023 22:00,17.7,2.058,1.025,10,41.61,0,0.7,0.91,4.51
10-01-2023 23:00,19.38888889,2.025555556,1.166666667,9,41.05,0,0.72,0.76,4.43
11-01-2023 00:00,18.33333333,1.763333333,1.166666667,12,41.19,0,0.76,0.94,5
11-01-2023 01:00,18.22727273,1.94,1.068181818,11,41.03,0,0.79,0.88,4.48
11-01-2023 02:00,16.25,1.629166667,1.0625,12,40.64,0,0.83,0.86,5.02
11-01-2023 03:00,18.26923077,2.033846154,1.038461538,13,41.18,0,0.85,0.89,5.17
11-01-2023 04:00,17.76923077,2.000769231,1.038461538,13,41.77,0,0.88,0.92,5.95
11-01-2023 05:00,17,1.709166667,1.145833333,12,42.82,0,0.88,0.98,6
11-01-2023 06:00,14.25,1.455,1.0625,8,43.88,0,0.9,1,6.22
11-01-2023 07:00,17.27272727,1.83,1.090909091,11,44.68,0,0.9,1,6.22
11-01-2023 08:00,17.59090909,1.477272727,1.25,11,45.23,0,0.91,1,6.11
11-01-2023 09:00,16.5625,1.69625,1,8,45.61,0,0.91,0.91,6.32
11-01-2023 10:00,16.5,1.887368421,1,19,45.92,0,0.9,0.97,6.07
11-01-2023 11:00,18.33333333,2.133333333,1.104166667,12,46.2,0,0.89,0.91,5.79
11-01-2023 12:00,15.68181818,1.737272727,1,11,45.98,0,0.9,0.99,5.58
11-01-2023 13:00,16.625,1.811875,1.046875,16,45.26,0,0.91,0.89,4.45
11-01-2023 14:00,17,1.938333333,1.041666667,18,45.44,0,0.91,0.95,4.1
11-01-2023 15:00,13.5,1.363846154,1.019230769,13,45.95,0,0.9,0.97,3.73
11-01-2023 16:00,15,1.642142857,1.017857143,14,46.71,0,0.89,0.91,3.93
11-01-2023 17:00,19.94444444,1.86,1.333333333,9,48.1,0,0.87,0.89,3.94
11-01-2023 18:00,15.85714286,1.810714286,1.017857143,14,50.52,0,0.79,0.86,2.33
11-01-2023 19:00,17.04166667,1.9,1.083333333,12,51.88,0,0.75,0.72,6.68
11-01-2023 20:00,15.67857143,1.64,1.035714286,14,51.81,0,0.73,0.91,5.5
11-01-2023 21:00,16.92857143,2.010714286,1,14,49.72,0,0.71,0.63,4.68
11-01-2023 22:00,16.21428571,1.709285714,1.125,14,48.79,0,0.72,0.55,5.44
11-01-2023 23:00,16.5,1.87875,1.03125,8,47.24,0,0.7,0.41,6.6
12-01-2023 00:00,17.60714286,1.758571429,1.160714286,14,45.61,0,0.69,0.42,7.36
12-01-2023 01:00,17.64285714,1.5,1.25,7,44.35,0,0.69,0.36,7.84
12-01-2023 02:00,17.0625,1.82875,1.03125,16,42.78,0,0.71,0.18,6.33
12-01-2023 03:00,16.55,1.891,1.05,10,41.65,0,0.72,0.46,6.2
12-01-2023 04:00,17.04545455,1.790909091,1.090909091,11,41.03,0,0.71,0.42,6.32
12-01-2023 05:00,16.92857143,2.026428571,1.017857143,14,40.7,0,0.71,0.56,6.53
12-01-2023 06:00,15.55555556,1.827777778,1,9,39.68,0,0.71,0.45,7.2
12-01-2023 07:00,16.76923077,1.854615385,1.096153846,13,40.13,0,0.7,0.41,7.74
12-01-2023 08:00,17.25,2.023,1.025,20,39.22,0,0.73,0.42,7.17
12-01-2023 09:00,17.42307692,1.845384615,1.057692308,13,39.29,0,0.74,0.44,7.17
12-01-2023 10:00,16.78571429,1.807142857,1.071428571,14,39.26,0,0.74,0.39,8.06
12-01-2023 11:00,17.64285714,1.787142857,1.125,14,38.53,0,0.76,0.27,7.8
12-01-2023 12:00,16.57142857,1.792857143,1.035714286,7,38.57,0,0.77,0.57,6.91
12-01-2023 13:00,17.40909091,1.964545455,1.090909091,11,38.91,0,0.77,0.83,6.91
12-01-2023 14:00,17.8,2.281,1,10,40.18,0,0.74,0.64,7.47
12-01-2023 15:00,15.33333333,1.694666667,1.016666667,15,41.3,0,0.71,0.98,6.46
12-01-2023 16:00,17.5,2.076666667,1,9,41.85,0,0.71,0.87,7.28
12-01-2023 17:00,19.75,1.828,1.275,10,42.29,0,0.72,0.84,9.8
12-01-2023 18:00,15,1.4,1.0625,4,42.33,0.013,0.73,0.92,9.38
12-01-2023 19:00,15.54166667,1.674166667,1.020833333,12,42.55,0,0.72,1,9.75
12-01-2023 20:00,15,1.715,1,12,42.69,0.002,0.75,1,9.84
12-01-2023 21:00,18.09090909,1.760909091,1.159090909,11,42.69,0,0.74,0.94,9.77
12-01-2023 22:00,18.30555556,2.096666667,1.083333333,18,42.54,0.003,0.74,1,9.8
12-01-2023 23:00,19.64285714,2.011428571,1.107142857,7,42.12,0.005,0.76,1,10.68
13-01-2023 00:00,17.16666667,1.632666667,1.116666667,15,42.24,0.0801,0.77,0.89,10.94
13-01-2023 01:00,15.64285714,1.8,1,7,42.42,0.1228,0.77,1,11.25
13-01-2023 02:00,17.18181818,1.952727273,1.090909091,11,41.69,0.055,0.84,1,10.77
13-01-2023 03:00,17.14285714,1.762142857,1.071428571,14,40.36,0.021,0.9,1,10.43
13-01-2023 04:00,17.33333333,1.608888889,1.138888889,9,39.37,0.006,0.93,1,10.38
13-01-2023 05:00,15.6,1.694,1,10,39.16,0.002,0.92,1,11.42
13-01-2023 06:00,16.46153846,1.763076923,1.057692308,13,39.03,0,0.91,1,11.18
13-01-2023 07:00,16.2,1.726,1,10,38.9,0,0.9,1,11.54
13-01-2023 08:00,17.21428571,1.972857143,1.035714286,14,38.84,0,0.9,1,10.93
13-01-2023 09:00,17.64285714,1.977857143,1.053571429,14,38.38,0.002,0.91,1,10.65
13-01-2023 10:00,21.1,1.752,1.2,5,37.46,0,0.92,1,10.68
13-01-2023 11:00,17.1,1.822666667,1.1,15,36.38,0,0.92,1,9.72
13-01-2023 12:00,15.85714286,1.604285714,1.053571429,14,34.98,0.002,0.92,1,9.88
13-01-2023 13:00,17,1.791666667,1.0625,12,34.43,0.005,0.92,1,9.17
13-01-2023 14:00,20,2.031666667,1.166666667,6,34.47,0,0.92,0.99,7.73
